concept;140932740
speci;177007468
process;134263272
problem;126304208
app;151183032
year;127845364
number;114737040
paper;168578520
result;244503205
such;133749992
impact;120522693
use;443731169
develop;134648197
relationship;126047388
commun;230313905
heterogen;113836801
pattern;166278380
system;210253801
landscap;124506020
research;120137036
access;196768277
health;156942953
decis;210635692
spatial;143240188
new;173560221
approach;140804465
method;147596688
analysi;173049405
map;114994300
pain;162699124
fish;130926624
criteria;111907160
differ;219274184
usabl;150030393
import;113450776
studi;231201292
data;265488137
model;282513504
measur;123735228
ident;109977085
coral;341127869
tree;127973825
structur;129257661
manag;108689949
inform;149005829
time;167939629
chang;153359273
river;126818280
similar;111649816
adolesc;109333564
