distanc;105944668
process;100393748
problem;117033680
global;131111347
emiss;162417224
product;96650607
geographi;120645868
anthropogen co2;90851031
paper;191679527
result;170311720
use;238605200
co2;225924907
develop;201446763
network;145641924
area;126662304
perform;100273151
medic;92784679
system;123775040
other;86014339
complex;193705640
spatial;114744835
anthropogen;114985831
import;104014284
experi;97737568
approach;88070292
analysi;155232316
plant;127023355
contribut;103048992
sorr;122331024
may;177839799
social;105824007
differ;161339691
effect;130149603
theori;103652423
new;95805056
natur;106668272
such;133755323
data;197994084
model;321934292
j.m;162656520
studi;178914284
region;162058059
commun;110647387
ocean;149000032
number;94234623
estim;127624520
time;111732236
chang;146601232
manag;127263783
j.m may;162656520
