represent;295515639
concept;315524875
reservoir;267894744
random;333128811
rang;428682756
prix;269496252
signific;619846335
paper;1143081332
random rule-bas aggreg;293514456
human;436673652
random rule-bas;293514456
find;245470764
dynam;290312436
ground;259486507
impact;256683536
le;346329276
polici;376322155
elsevi;373923079
articl;251878248
spatial pattern;568807891
wood;357128091
decis;308722300
factor;333928883
health;356328143
main;329128239
local;627818251
predict;352328759
de;288711400
rule-bas aggreg;585957328
number;254280920
condit;350328956
increas;290712675
measur;661291011
specif;328728224
level;894808360
densiti;271898348
geograph;302319384
public;346729243
manag;540084335
mean;638977355
properti;269095835
neighborhood;430281028
speci;450256468
natur;367525379
individu;295915896
multipl;252679144
idea;243868812
dead;475818024
sampl;564021355
aggreg;1361750663
year;322726935
drink water;267894744
total coliform;468230175
event;272699044
concern;378721039
variabl;492987235
index;347929140
scale;340329299
major rule-bas;293514456
estim;260687708
compar;294715159
gradient;335929176
pattern;1226587739
rule-bas;585957328
landscap;658502144
research;815720447
access;251477795
version;273099411
larg;441068335
suitabl;296716340
rel;275501439
import;666470020
experi;361926919
approach;344329295
method;536094131
refer;491390287
altern;257484376
process;341529312
drink;267894744
journal;396710856
differ;1275225728
water;1536875923
base;281506228
china;243067880
theori;261488540
databas;258685651
peopl;300718512
popul;297917031
thermotoler;334728995
region;581969396
area;524920483
technolog;263090140
place;518135752
stand;320326327
context;310723103
social;949209863
thermotoler coliform;334728995
countri;273900079
studi;1461982651
uncertainti;397110579
first;300718504
major;577981256
coliform;867395139
period;261888935
due;323127028
residu;244269303
suppli;364726204
type proport;366725635
chang;843549383
total;691165556
size;459443491
use;1381096372
major rule-bas aggreg;293514456
score;266293240
commun;633397979
question;395511639
system;368724972
avail;345929247
citi;390714755
valu;291913456
way;348329103
type;1119319208
final;280705624
minor;248274099
more;517736639
analysi;523723224
urban;375122604
season;314324464
brand;369924867
resolut;310723099
new;283107420
part;301919131
understand;291112936
particular;333928883
prices;403905744
last;303119720
present;290312416
practic;261088111
case;455049844
ident;271097704
veget;246672219
ecosystem;368725036
work;380720120
tree;299117736
structur;273499740
project;806574624
posit;295115404
result;888452464
featur;247873636
comput;349129067
forcing-scenario;259886940
climat;540882455
analys;293514436
dead wood;357128091
household;860639464
respons;295915900
indic;275501427
cultur;283908064
proport;392313731
sever;288711364
scienc;727000172
par;288711400
fertil;518934216
techniqu;352328699
media;247873648
econom;485800499
same;262289316
other;806972155
forest;367925320
spatial;1790578044
test;283908004
ecolog;428283235
subject;355528287
imag;288711472
european;339529295
cover type;293514456
product;249875967
relat;288711368
distribut;351128844
object;596324920
effect;1109812292
marin;276302135
standpip;267894744
mani;255482231
such;675233776
data;1118130795
class;525718671
network;244669812
sortal;277903539
agricultur;245470792
cover;590742540
combin;245470756
issu;328728172
inform;829636088
emerg;277903419
occup;294715239
potenti;377521596
time;440668808
model;1525055159
gener;286710007
