"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20"
"1",3.0108403811362e-05,3.01084038113977e-05,3.01084038114225e-05,3.01084038114031e-05,0.181484378156421,3.01084038113609e-05,3.01084038113702e-05,3.0108403811347e-05,3.01084038113458e-05,3.01084038113977e-05,0.462726502443014,3.01084038113666e-05,3.01084038113451e-05,3.01084038113716e-05,3.0108403811348e-05,3.01084038113586e-05,3.01084038113563e-05,3.01084038113547e-05,0.355277276535772,3.01084038113469e-05
"2",3.70438353079148e-05,3.70438353079377e-05,0.610831931500303,0.388501279464155,3.70438353079087e-05,3.70438353079326e-05,3.70438353079091e-05,3.70438353079162e-05,3.70438353079401e-05,3.7043835307911e-05,3.70438353079335e-05,3.70438353079042e-05,3.70438353079177e-05,3.70438353079246e-05,3.7043835307923e-05,3.70438353079018e-05,3.70438353079052e-05,3.7043835307915e-05,3.70438353079251e-05,3.70438353079157e-05
"3",1.15306337873114e-05,1.15306337873036e-05,1.15306337873778e-05,1.15306337873561e-05,1.15306337874043e-05,1.15306337873418e-05,1.15306337873257e-05,1.1530633787339e-05,1.15306337873655e-05,1.15306337873318e-05,0.219643882262413,1.15306337873628e-05,1.15306337873364e-05,1.15306337873381e-05,0.0812001077341201,1.15306337873697e-05,1.15306337873884e-05,0.698959989229082,1.15306337873152e-05,1.15306337872923e-05
"4",1.15306337873114e-05,1.15306337873036e-05,1.15306337873778e-05,1.15306337873561e-05,1.15306337874043e-05,1.15306337873418e-05,1.15306337873257e-05,1.1530633787339e-05,1.15306337873655e-05,1.15306337873318e-05,0.219643882262413,1.15306337873628e-05,1.15306337873364e-05,1.15306337873381e-05,0.0812001077341201,1.15306337873697e-05,1.15306337873884e-05,0.698959989229082,1.15306337873152e-05,1.15306337872923e-05
"5",8.10227845707149e-06,8.10227845707446e-06,8.10227845707579e-06,8.10227845707017e-06,8.10227845705974e-06,8.10227845707336e-06,8.10227845707094e-06,0.999846056709316,8.10227845705604e-06,8.10227845707448e-06,8.10227845707483e-06,8.10227845706663e-06,8.10227845706836e-06,8.10227845706163e-06,8.10227845706301e-06,8.10227845705579e-06,8.10227845706338e-06,8.10227845706534e-06,8.10227845707235e-06,8.10227845704895e-06
"6",6.40836214842958e-06,6.40836214840532e-06,6.40836214840784e-06,6.40836214834367e-06,6.40836214837738e-06,6.40836214839773e-06,6.40836214840242e-06,6.40836214837792e-06,6.40836214840685e-06,0.936016382028354,0.011909504899945,6.40836214837878e-06,6.4083621484391e-06,0.0519651709151782,6.40836214841889e-06,6.40836214838863e-06,6.40836214836937e-06,6.40836214839638e-06,6.40836214835539e-06,6.40836214839827e-06
"7",7.4836129949636e-06,7.48361299499544e-06,0.607513116718303,7.48361299501352e-06,0.0626458521963915,7.48361299505599e-06,0.0221438923135771,0.0161927767452145,0.0956513960627258,7.48361299499229e-06,7.48361299501119e-06,7.48361299511416e-06,0.0155889086583627,7.48361299502893e-06,7.48361299499201e-06,7.48361299502079e-06,7.48361299504071e-06,0.0671799683006073,0.104684709994968,0.00831705926690436
"8",0.264617572507089,2.19058698056176e-05,2.19058698055866e-05,2.19058698056238e-05,2.19058698056052e-05,2.19058698056156e-05,2.19058698055812e-05,2.19058698055623e-05,2.19058698056143e-05,0.10505528303553,2.19058698056271e-05,2.19058698055945e-05,0.398025022232051,0.231951628308441,2.19058698055432e-05,2.19058698055503e-05,2.19058698055884e-05,2.19058698055831e-05,2.19058698056076e-05,2.1905869805568e-05
"9",0.342631232812195,2.02903592629969e-05,2.02903592629606e-05,2.02903592629628e-05,2.0290359262949e-05,0.049300141978129,2.02903592629782e-05,2.02903592629642e-05,2.02903592629651e-05,2.02903592629831e-05,0.326505984624502,2.02903592629531e-05,0.0546034892120868,2.02903592629616e-05,2.02903592629452e-05,0.161477467792604,0.016162539302144,0.0490553696079199,2.02903592629856e-05,2.0290359262954e-05
"10",7.76347345474076e-06,7.76347345473971e-06,7.76347345468546e-06,7.76347345472354e-06,7.76347345467249e-06,7.76347345477549e-06,7.76347345466234e-06,7.7634734547692e-06,7.76347345461887e-06,0.0769157943447219,0.922944463133093,7.76347345474504e-06,7.76347345467584e-06,7.76347345465979e-06,7.76347345471132e-06,7.76347345474906e-06,7.76347345471715e-06,7.76347345467043e-06,7.76347345475108e-06,7.76347345463804e-06
"11",0.00016493183871332,0.000164931838713324,0.452435304771119,0.000164931838713324,0.000164931838713315,0.000164931838713285,0.000164931838713314,0.000164931838713319,0.000164931838713318,0.00016493183871332,0.201455179054707,0.000164931838713322,0.343305674916047,0.000164931838713321,0.000164931838713321,0.000164931838713311,0.00016493183871332,0.000164931838713324,0.000164931838713328,0.000164931838713314
"12",0.179162053958954,0.000115650261657839,0.000115650261657843,0.00011565026165785,0.000115650261657854,0.000115650261657834,0.000115650261657843,0.000115650261657848,0.0504796876385128,0.000115650261657837,0.000115650261657828,0.000115650261657832,0.000115650261657844,0.352299814968132,0.000115650261657829,0.000115650261657851,0.183987694504678,0.232335995004855,0.000115650261657833,0.000115650261657847
"13",0.0587915246659807,1.13925738289661e-05,1.13925738290969e-05,1.13925738291017e-05,1.13925738290846e-05,0.881382359041495,1.1392573829067e-05,1.1392573829041e-05,1.13925738290888e-05,1.13925738291087e-05,1.13925738290875e-05,1.1392573829045e-05,1.13925738290667e-05,1.13925738291184e-05,1.13925738290987e-05,1.13925738291233e-05,1.13925738291177e-05,0.0596324425374295,1.13925738290991e-05,1.13925738290637e-05
"14",4.06726296122453e-05,4.06726296122355e-05,4.06726296122004e-05,4.06726296122349e-05,4.06726296122378e-05,4.06726296122474e-05,4.06726296122085e-05,4.06726296122375e-05,4.06726296122061e-05,4.06726296122387e-05,4.06726296122523e-05,4.06726296122356e-05,0.1447621113956,4.067262961224e-05,4.0672629612227e-05,4.06726296123472e-05,0.659370704174169,4.06726296122123e-05,4.06726296122227e-05,0.195175749726823
"15",0.0203872723480578,5.36738995128766e-05,0.0945967170144381,5.36738995128967e-05,5.36738995128954e-05,5.36738995128922e-05,5.36738995128778e-05,5.36738995128899e-05,5.3673899512891e-05,5.36738995128737e-05,5.36738995128423e-05,5.36738995129005e-05,5.36738995128806e-05,5.36738995128806e-05,0.0415730605726519,5.36738995128681e-05,5.36738995128798e-05,0.73986547653691,0.102772365035249,5.36738995128699e-05
"16",8.50636977381911e-05,8.50636977381916e-05,0.210872268721243,8.50636977381807e-05,8.50636977381239e-05,8.50636977382019e-05,0.168905989544925,8.50636977382014e-05,8.50636977381838e-05,8.50636977381882e-05,8.50636977381723e-05,8.50636977381857e-05,8.50636977381763e-05,0.579307018812169,0.0395537037578521,8.50636977381943e-05,8.50636977381804e-05,8.50636977382184e-05,8.50636977381718e-05,8.50636977382127e-05
"17",3.94773202979966e-05,3.94773202979804e-05,0.817227205199375,3.94773202979806e-05,3.94773202980039e-05,3.94773202979931e-05,3.94773202980017e-05,3.94773202980143e-05,3.94773202979836e-05,3.94773202980074e-05,0.077719522845917,3.94773202979905e-05,3.94773202979802e-05,0.104382157509642,3.94773202980009e-05,3.94773202979821e-05,3.94773202979979e-05,3.94773202980001e-05,3.94773202980336e-05,3.9477320298045e-05
"18",3.52157985304767e-05,3.5215798530482e-05,0.947264727376596,3.5215798530489e-05,3.52157985304785e-05,3.52157985304943e-05,3.5215798530468e-05,3.52157985304937e-05,3.52157985304638e-05,3.52157985304677e-05,3.52157985304551e-05,3.52157985304816e-05,3.52157985304991e-05,0.0521013882498551,3.52157985304881e-05,3.52157985304447e-05,3.52157985304811e-05,3.52157985304866e-05,3.52157985304832e-05,3.52157985304984e-05
