""	"0"	"0"
"8131446638446203440"	"0"	"0"
"5338406228686269315"	"0"	"0"
"13279040681141958098"	"2"	"31"
"5361981950744831408"	"0"	"2"
"3971326279899157118"	"2"	"0"
"11713109455352909751"	"0"	"2"
"2203031620355892641"	"0"	"0"
"10951105850887304985"	"0"	"0"
"6807646703688825952"	"8"	"2"
"13884707852295300503"	"0"	"45"
"12713085985839421615"	"2"	"11"
"14542487172399743305"	"4"	"0"
"2896584018642031788"	"35"	"1"
"2309329111949234381"	"6"	"0"
"7516204158801455444"	"3"	"18"
"7239480609142700773"	"0"	"0"
"5091149968049800030"	"0"	"0"
"10406915170702922356"	"1"	"0"
"788701614750100000"	"0"	"30"
"4397479083341051245"	"0"	"17"
"3318192962985687861"	"1"	"12"
"6698018902174056282"	"3"	"20"
"13226793032603064675"	"44"	"8"
"1013769405606521444"	"0"	"4"
"13436609632166709473"	"0"	"0"
"8491198797129448658"	"3"	"2"
"6568652752834052302"	"10"	"0"
"16612201304630735484"	"0"	"42"
"12062820228832857634"	"0"	"0"
"12499063423742608937"	"0"	"0"
"15113652499895268083"	"0"	"0"
"14060212002214654885"	"0"	"5"
"2692206778727792525"	"1"	"0"
"8229787373038521634"	"8"	"4"
"4391767111388594516"	"0"	"0"
"4774103884055144234"	"0"	"0"
"112062614018375075"	"3"	"0"
"7784737012936716182"	"8"	"5"
"4032759008048105645"	"36"	"13"
"639130658357203416"	"0"	"0"
"6300820884612989982"	"5"	"21"
"2598266444088209003"	"10"	"0"
"6500539954582310953"	"0"	"0"
"13563786100244745522"	"0"	"0"
"7418864352589667817"	"0"	"0"
"2470866951207827874"	"0"	"0"
"4068723213522043679"	"5"	"16"
"1671725978512492624"	"0"	"0"
"9137541113245068248"	"2"	"1"
"3946053805430086517"	"0"	"4"
"3046548430055877247"	"0"	"0"
"10199110458698309396"	"6"	"10"
"7385621136812353139"	"0"	"0"
"1526877235202967392"	"2"	"0"
"9639673897972833930"	"4"	"0"
"17402181028925244973"	"0"	"0"
"2929386458535285570"	"0"	"15"
"17495142995204539687"	"1"	"8"
"5854253757779545414"	"0"	"0"
"9256794042650563470"	"13"	"27"
"955641102446928635"	"0"	"0"
"2407575607614072506"	"0"	"17"
"9778440285021324005"	"63"	"10"
"1971946305041432471"	"3"	"12"
"14158549327691939987"	"3"	"2"
"2787123752442980387"	"0"	"0"
"327597670919904048"	"8"	"22"
"10784863627257493276"	"9"	"5"
"8286088610737581491"	"0"	"10"
"8594684296783494946"	"16"	"4"
"14546795381374140628"	"1"	"9"
"13680631819154541499"	"0"	"0"
"4912174097628852467"	"0"	"0"
"15817552180930875910"	"1"	"0"
"10685428001270625047"	"4"	"14"
"11472010591740394431"	"4"	"0"
"12664690861860467256"	"0"	"0"
"6856055526738789570"	"2"	"4"
"7192111467843982782"	"9"	"4"
"2814133809655680498"	"0"	"7"
"16368530886712426597"	"0"	"0"
"8772895117541869327"	"4"	"0"
"18326666799412810349"	"0"	"29"
"7419889869995094459"	"19"	"0"
"11254389379718810919"	"0"	"5"
"8200032725517170583"	"0"	"0"
"10305952464125075350"	"3"	"13"
"10823458066133705961"	"5"	"25"
"6474361838092254707"	"0"	"9"
"8097793126775624148"	"36"	"6"
"71701339042918686"	"18"	"13"
"6786335618953713390"	"0"	"0"
"14647008669680021321"	"1"	"1"
"958072291029718013"	"2"	"0"
"4661383205191784740"	"0"	"0"
"10547878247922295832"	"12"	"22"
"4730054450676690259"	"1"	"5"
"17943971464730409664"	"0"	"10"
"18323208716448949712"	"0"	"0"
"5013879988439767971"	"0"	"0"
"5106954337079478907"	"0"	"0"
"1503022116862829757"	"2"	"2"
"2061808077895255153"	"0"	"0"
"15992726686645895575"	"0"	"0"
"11860092603554690639"	"0"	"0"
"14510559664834677675"	"6"	"22"
"325288563406547269"	"1"	"0"
"10334007757301830087"	"0"	"0"
"5280679474707071129"	"1"	"10"
"9539524002745732470"	"0"	"0"
"16883378651468319002"	"0"	"0"
"16773861079210337760"	"5"	"19"
"16099426046794942799"	"1"	"0"
"7308616696581035728"	"1"	"0"
"10900616662933262644"	"3"	"0"
"610105652313681098"	"5"	"4"
"2189976802934967508"	"0"	"0"
"2965762786192258152"	"4"	"4"
"15066976194792409802"	"12"	"18"
"7151491597962077299"	"0"	"1"
"13104512689362379449"	"0"	"16"
"38789001693523099"	"4"	"21"
"11824805271819823025"	"22"	"25"
"5498814720413676438"	"17"	"6"
"10259451815667702415"	"0"	"0"
"16379287521242807034"	"6"	"5"
"6672933765440529907"	"0"	"17"
"12348545536451399187"	"0"	"0"
"17996488979484615393"	"3"	"2"
"3868220131191595583"	"0"	"14"
"6831994378757046484"	"14"	"2"
"319199924870584329"	"0"	"0"
"17562946039838070630"	"9"	"29"
"17174168399005685461"	"2"	"5"
"15627672763551200300"	"12"	"14"
"5566425853617779295"	"1"	"51"
"10700305950718322472"	"0"	"8"
"478960797272178947"	"0"	"14"
"1351474134111035437"	"24"	"7"
"12951073203871283559"	"4"	"18"
"2725874804447595009"	"4"	"0"
"7556964817653960964"	"2"	"2"
"2582745968531989864"	"2"	"28"
"1368899979949066124"	"0"	"0"
"15708269996867241662"	"2"	"1"
"4411344416836875732"	"9"	"4"
"16243180636039784436"	"0"	"2"
"4954742153524534599"	"10"	"4"
"3129832376861581383"	"3"	"19"
"10875478446801301565"	"0"	"1"
"18090523632849764689"	"0"	"0"
"7351678432736169868"	"0"	"0"
"15213712610930785374"	"0"	"0"
"5208336872834098869"	"3"	"0"
"5906806859800122739"	"0"	"0"
"17249670387811642570"	"1"	"9"
"4786174449418476463"	"1"	"15"
"2352241644569891116"	"2"	"0"
"10124750255541530363"	"3"	"5"
"17249401342651210826"	"8"	"7"
"8240350737466954738"	"12"	"1"
"4163493652856985546"	"0"	"39"
"5114348514309083494"	"0"	"0"
"10196710770569513994"	"2"	"86"
